pruid,prename,report_date,numtotal_all_administered,as_of_date,numtotal_dose1_administered,numtotal_dose2_administered,numtotal_dose3_administered,numtotal_dose4_administered,updated
1,Canada,2022-03-25,81108751,2022-03-25,32480182,30558542,17796254,131309,1
59,British Columbia,2022-03-26,11468257,2022-03-24,4496415,4316033,2655809,,0
48,Alberta,2022-03-26,8565479,2022-03-21,3579651,3368383,1598895,,0
47,Saskatchewan,2022-03-26,2384703,2022-03-19,965031,899829,451254,,0
46,Manitoba,2022-03-26,2823137,2022-03-20,1506764,965487,350513,,0
35,Ontario,2022-03-26,31391357,2022-03-25,12286557,11814068,7158906,131785,1
24,Quebec,2022-03-26,18592149,2022-03-24,7299415,6969808,4270087,,0
13,New Brunswick,2022-03-26,1737794,2022-03-20,697741,656820,383233,,0
12,Nova Scotia,2022-03-26,2254090,2022-03-20,897451,847151,509488,,0
11,Prince Edward Island,2022-03-26,372378,2022-03-20,149825,143061,79554,,0
10,Newfoundland and Labrador,2022-03-26,1259382,2022-03-20,491349,476590,289308,,0
60,Yukon,2022-03-26,93969,2022-03-20,37693,36436,19840,0,0
61,Northwest Territories,2022-03-26,99752,2022-03-12,40938,39285,19529,,0
62,Nunavut,2022-03-26,76410,2022-03-20,32242,29060,15108,,0
1,Canada,2022-03-26,81118857,2022-03-26,32481072,30562011,17801524,131785,1
59,British Columbia,2022-03-27,11468257,2022-03-24,4496415,4316033,2655809,,0
48,Alberta,2022-03-27,8565479,2022-03-21,3579651,3368383,1598895,,0
47,Saskatchewan,2022-03-27,2384703,2022-03-19,965031,899829,451254,,0
46,Manitoba,2022-03-27,2823137,2022-03-20,1506764,965487,350513,,0
35,Ontario,2022-03-27,31394866,2022-03-26,12286872,11815125,7160881,131946,1
24,Quebec,2022-03-27,18592149,2022-03-24,7299415,6969808,4270087,,0
13,New Brunswick,2022-03-27,1737794,2022-03-20,697741,656820,383233,,0
12,Nova Scotia,2022-03-27,2254090,2022-03-20,897451,847151,509488,,0
11,Prince Edward Island,2022-03-27,372378,2022-03-20,149825,143061,79554,,0
10,Newfoundland and Labrador,2022-03-27,1259382,2022-03-20,491349,476590,289308,,0
60,Yukon,2022-03-27,94185,2022-03-27,37704,36505,19976,0,1
61,Northwest Territories,2022-03-27,99752,2022-03-12,40938,39285,19529,,0
62,Nunavut,2022-03-27,76679,2022-03-27,32283,29160,15236,,1
1,Canada,2022-03-27,81122851,2022-03-27,32481439,30563237,17803763,131946,1
59,British Columbia,2022-03-28,11481922,2022-03-27,4497184,4321492,2663246,,1
48,Alberta,2022-03-28,8565479,2022-03-21,3579651,3368383,1598895,,0
47,Saskatchewan,2022-03-28,2384703,2022-03-19,965031,899829,451254,,0
46,Manitoba,2022-03-28,2823137,2022-03-20,1506764,965487,350513,,0
35,Ontario,2022-03-28,31400044,2022-03-27,12287351,11816242,7163528,132878,1
24,Quebec,2022-03-28,18617904,2022-03-27,7299415,6969808,4285944,,1
13,New Brunswick,2022-03-28,1737794,2022-03-20,697741,656820,383233,,0
12,Nova Scotia,2022-03-28,2254090,2022-03-20,897451,847151,509488,,0
11,Prince Edward Island,2022-03-28,372378,2022-03-20,149825,143061,79554,,0
10,Newfoundland and Labrador,2022-03-28,1259382,2022-03-20,491349,476590,289308,,0
60,Yukon,2022-03-28,94185,2022-03-27,37704,36505,19976,0,0
61,Northwest Territories,2022-03-28,99752,2022-03-12,40938,39285,19529,,0
62,Nunavut,2022-03-28,76679,2022-03-27,32283,29160,15236,,0
1,Canada,2022-03-28,81167449,2022-03-28,32482687,30569813,17829704,132878,1
59,British Columbia,2022-03-29,11484833,2022-03-28,4497414,4322208,2665211,,1
48,Alberta,2022-03-29,8565479,2022-03-21,3579651,3368383,1598895,,0
47,Saskatchewan,2022-03-29,2384703,2022-03-19,965031,899829,451254,,0
46,Manitoba,2022-03-29,2823137,2022-03-20,1506764,965487,350513,,0
35,Ontario,2022-03-29,31407730,2022-03-28,12288076,11818005,7167597,134005,1
24,Quebec,2022-03-29,18622299,2022-03-28,7299415,6969808,4288412,,1
13,New Brunswick,2022-03-29,1737794,2022-03-20,697741,656820,383233,,0
12,Nova Scotia,2022-03-29,2254090,2022-03-20,897451,847151,509488,,0
11,Prince Edward Island,2022-03-29,373337,2022-03-27,149892,143178,80143,,1
10,Newfoundland and Labrador,2022-03-29,1259382,2022-03-20,491349,476590,289308,,0
60,Yukon,2022-03-29,94185,2022-03-27,37704,36505,19976,0,0
61,Northwest Territories,2022-03-29,100062,2022-03-27,40975,39402,19685,,1
62,Nunavut,2022-03-29,76679,2022-03-27,32283,29160,15236,,0
1,Canada,2022-03-29,81183710,2022-03-29,32483746,30572526,17838951,134005,1
59,British Columbia,2022-03-30,11487827,2022-03-29,4497693,4323024,2667110,,1
48,Alberta,2022-03-30,8586230,2022-03-28,3581454,3374258,1610572,,1
47,Saskatchewan,2022-03-30,2384703,2022-03-19,965031,899829,451254,,0
46,Manitoba,2022-03-30,2823137,2022-03-20,1506764,965487,350513,,0
35,Ontario,2022-03-30,31416101,2022-03-29,12288752,11819866,7171976,135460,1
24,Quebec,2022-03-30,18631276,2022-03-29,7299415,6969808,4291901,,1
13,New Brunswick,2022-03-30,1737794,2022-03-20,697741,656820,383233,,0
12,Nova Scotia,2022-03-30,2254090,2022-03-20,897451,847151,509488,,0
11,Prince Edward Island,2022-03-30,373337,2022-03-27,149892,143178,80143,,0
10,Newfoundland and Labrador,2022-03-30,1259382,2022-03-20,491349,476590,289308,,0
60,Yukon,2022-03-30,94185,2022-03-27,37704,36505,19976,0,0
61,Northwest Territories,2022-03-30,100062,2022-03-27,40975,39402,19685,,0
62,Nunavut,2022-03-30,76679,2022-03-27,32283,29160,15236,,0
1,Canada,2022-03-30,81224803,2022-03-30,32486504,30581078,17860395,135460,1
59,British Columbia,2022-03-31,11491137,2022-03-30,4497895,4324150,2669092,,1
48,Alberta,2022-03-31,8586230,2022-03-28,3581454,3374258,1610572,,0
47,Saskatchewan,2022-03-31,2388610,2022-03-26,965031,899829,451254,,1
46,Manitoba,2022-03-31,2823137,2022-03-20,1506764,965487,350513,,0
35,Ontario,2022-03-31,31425075,2022-03-30,12289540,11821684,7176829,136975,1
24,Quebec,2022-03-31,18648742,2022-03-30,7299415,6969808,4296399,,1
13,New Brunswick,2022-03-31,1737794,2022-03-20,697741,656820,383233,,0
12,Nova Scotia,2022-03-31,2254090,2022-03-20,897451,847151,509488,,0
11,Prince Edward Island,2022-03-31,373337,2022-03-27,149892,143178,80143,,0
10,Newfoundland and Labrador,2022-03-31,1259382,2022-03-20,491349,476590,289308,,0
60,Yukon,2022-03-31,94185,2022-03-27,37704,36505,19976,0,0
61,Northwest Territories,2022-03-31,100062,2022-03-27,40975,39402,19685,,0
62,Nunavut,2022-03-31,76679,2022-03-27,32283,29160,15236,,0
1,Canada,2022-03-31,81258460,2022-03-31,32487494,30584022,17871728,136975,1
59,British Columbia,2022-04-01,11495364,2022-03-31,4498486,4325534,2671344,,1
48,Alberta,2022-04-01,8586230,2022-03-28,3581454,3374258,1610572,,0
47,Saskatchewan,2022-04-01,2388610,2022-03-26,965031,899829,451254,,0
46,Manitoba,2022-04-01,2828403,2022-03-27,1508043,967988,351857,,1
35,Ontario,2022-04-01,31435095,2022-03-31,12290409,11823826,7182338,138474,1
24,Quebec,2022-04-01,18669587,2022-03-31,7301960,6987886,4302648,,1
13,New Brunswick,2022-04-01,1740093,2022-03-27,697946,657495,384652,,1
12,Nova Scotia,2022-04-01,2259039,2022-03-27,898705,848723,511611,,1
11,Prince Edward Island,2022-04-01,373337,2022-03-27,149892,143178,80143,,0
10,Newfoundland and Labrador,2022-04-01,1261134,2022-03-27,491465,477285,290093,,1
60,Yukon,2022-04-01,94185,2022-03-27,37704,36505,19976,0,0
61,Northwest Territories,2022-04-01,100062,2022-03-27,40975,39402,19685,,0
62,Nunavut,2022-04-01,76679,2022-03-27,32283,29160,15236,,0
1,Canada,2022-04-01,81307818,2022-04-01,32494353,30611069,17891409,138474,1
59,British Columbia,2022-04-02,11495364,2022-03-31,4498486,4325534,2671344,,0
48,Alberta,2022-04-02,8586230,2022-03-28,3581454,3374258,1610572,,0
47,Saskatchewan,2022-04-02,2388610,2022-03-26,965031,899829,451254,,0
46,Manitoba,2022-04-02,2828403,2022-03-27,1508043,967988,351857,,0
35,Ontario,2022-04-02,31443980,2022-04-01,12291266,11826340,7187370,138955,1
24,Quebec,2022-04-02,18669587,2022-03-31,7301960,6987886,4302648,,0
13,New Brunswick,2022-04-02,1740093,2022-03-27,697946,657495,384652,,0
12,Nova Scotia,2022-04-02,2259039,2022-03-27,898705,848723,511611,,0
11,Prince Edward Island,2022-04-02,373337,2022-03-27,149892,143178,80143,,0
10,Newfoundland and Labrador,2022-04-02,1261134,2022-03-27,491465,477285,290093,,0
60,Yukon,2022-04-02,94185,2022-03-27,37704,36505,19976,0,0
61,Northwest Territories,2022-04-02,100062,2022-03-27,40975,39402,19685,,0
62,Nunavut,2022-04-02,76679,2022-03-27,32283,29160,15236,,0
1,Canada,2022-04-02,81316703,2022-04-02,32495210,30613583,17896441,138955,1
59,British Columbia,2022-04-03,11495364,2022-03-31,4498486,4325534,2671344,,0
48,Alberta,2022-04-03,8586230,2022-03-28,3581454,3374258,1610572,,0
47,Saskatchewan,2022-04-03,2388610,2022-03-26,965031,899829,451254,,0
46,Manitoba,2022-04-03,2828403,2022-03-27,1508043,967988,351857,,0
35,Ontario,2022-04-03,31447949,2022-04-02,12291647,11827304,7189767,139182,1
24,Quebec,2022-04-03,18669587,2022-03-31,7301960,6987886,4302648,,0
13,New Brunswick,2022-04-03,1740093,2022-03-27,697946,657495,384652,,0
12,Nova Scotia,2022-04-03,2259039,2022-03-27,898705,848723,511611,,0
11,Prince Edward Island,2022-04-03,373337,2022-03-27,149892,143178,80143,,0
10,Newfoundland and Labrador,2022-04-03,1261134,2022-03-27,491465,477285,290093,,0
60,Yukon,2022-04-03,94345,2022-04-03,37712,36580,20053,0,1
61,Northwest Territories,2022-04-03,100130,2022-04-03,40970,39436,19719,,1
62,Nunavut,2022-04-03,77092,2022-04-03,32355,29351,15386,,1
1,Canada,2022-04-03,81321313,2022-04-03,32495666,30614847,17899099,139182,1
59,British Columbia,2022-04-04,11495364,2022-03-31,4498486,4325534,2671344,,0
48,Alberta,2022-04-04,8586230,2022-03-28,3581454,3374258,1610572,,0
47,Saskatchewan,2022-04-04,2388610,2022-03-26,965031,899829,451254,,0
46,Manitoba,2022-04-04,2828403,2022-03-27,1508043,967988,351857,,0
35,Ontario,2022-04-04,31453617,2022-04-03,12292218,11828289,7192770,140290,1
24,Quebec,2022-04-04,18716775,2022-04-03,7301960,6987886,4316317,,1
13,New Brunswick,2022-04-04,1740093,2022-03-27,697946,657495,384652,,0
12,Nova Scotia,2022-04-04,2259039,2022-03-27,898705,848723,511611,,0
11,Prince Edward Island,2022-04-04,373337,2022-03-27,149892,143178,80143,,0
10,Newfoundland and Labrador,2022-04-04,1261134,2022-03-27,491465,477285,290093,,0
60,Yukon,2022-04-04,94345,2022-04-03,37712,36580,20053,0,0
61,Northwest Territories,2022-04-04,100130,2022-04-03,40970,39436,19719,,0
62,Nunavut,2022-04-04,77092,2022-04-03,32355,29351,15386,,0
1,Canada,2022-04-04,81374169,2022-04-04,32496237,30615832,17915771,140290,1
59,British Columbia,2022-04-05,11495364,2022-03-31,4498486,4325534,2671344,,0
48,Alberta,2022-04-05,8586230,2022-03-28,3581454,3374258,1610572,,0
47,Saskatchewan,2022-04-05,2388610,2022-03-26,965031,899829,451254,,0
46,Manitoba,2022-04-05,2828403,2022-03-27,1508043,967988,351857,,0
35,Ontario,2022-04-05,31461644,2022-04-04,12292907,11829676,7197125,141885,1
24,Quebec,2022-04-05,18730313,2022-04-04,7301960,6987886,4319126,,1
13,New Brunswick,2022-04-05,1740093,2022-03-27,697946,657495,384652,,0
12,Nova Scotia,2022-04-05,2259039,2022-03-27,898705,848723,511611,,0
11,Prince Edward Island,2022-04-05,373938,2022-04-03,149943,143496,80515,,1
10,Newfoundland and Labrador,2022-04-05,1261134,2022-03-27,491465,477285,290093,,0
60,Yukon,2022-04-05,94345,2022-04-03,37712,36580,20053,0,0
61,Northwest Territories,2022-04-05,100130,2022-04-03,40970,39436,19719,,0
62,Nunavut,2022-04-05,77092,2022-04-03,32355,29351,15386,,0
1,Canada,2022-04-05,81396335,2022-04-05,32496977,30617537,17923307,141885,1
59,British Columbia,2022-04-06,11495364,2022-03-31,4498486,4325534,2671344,,0
48,Alberta,2022-04-06,8603560,2022-04-04,3583140,3379076,1619995,,1
47,Saskatchewan,2022-04-06,2388610,2022-03-26,965031,899829,451254,,0
46,Manitoba,2022-04-06,2828403,2022-03-27,1508043,967988,351857,,0
35,Ontario,2022-04-06,31471531,2022-04-05,12293621,11831302,7201897,144659,1
24,Quebec,2022-04-06,18750222,2022-04-05,7301960,6987886,4323058,,1
13,New Brunswick,2022-04-06,1740093,2022-03-27,697946,657495,384652,,0
12,Nova Scotia,2022-04-06,2259039,2022-03-27,898705,848723,511611,,0
11,Prince Edward Island,2022-04-06,373938,2022-04-03,149943,143496,80515,,0
10,Newfoundland and Labrador,2022-04-06,1261134,2022-03-27,491465,477285,290093,,0
60,Yukon,2022-04-06,94345,2022-04-03,37712,36580,20053,0,0
61,Northwest Territories,2022-04-06,100130,2022-04-03,40970,39436,19719,,0
62,Nunavut,2022-04-06,77092,2022-04-03,32355,29351,15386,,0
1,Canada,2022-04-06,81443461,2022-04-06,32499377,30623981,17941434,144659,1
59,British Columbia,2022-04-07,11503889,2022-04-02,4498920,4328412,2676557,,1
48,Alberta,2022-04-07,8603560,2022-04-04,3583140,3379076,1619995,,0
47,Saskatchewan,2022-04-07,2392110,2022-04-02,965031,899829,451254,,1
46,Manitoba,2022-04-07,2828403,2022-03-27,1508043,967988,351857,,0
35,Ontario,2022-04-07,31495151,2022-04-06,12294409,11832829,7206678,161179,1
24,Quebec,2022-04-07,18782432,2022-04-06,7301960,6987886,4327466,,1
13,New Brunswick,2022-04-07,1740093,2022-03-27,697946,657495,384652,,0
12,Nova Scotia,2022-04-07,2259039,2022-03-27,898705,848723,511611,,0
11,Prince Edward Island,2022-04-07,373938,2022-04-03,149943,143496,80515,,0
10,Newfoundland and Labrador,2022-04-07,1261134,2022-03-27,491465,477285,290093,,0
60,Yukon,2022-04-07,94345,2022-04-03,37712,36580,20053,0,0
61,Northwest Territories,2022-04-07,100130,2022-04-03,40970,39436,19719,,0
62,Nunavut,2022-04-07,77092,2022-04-03,32355,29351,15386,,0
1,Canada,2022-04-07,81511316,2022-04-07,32500599,30628386,17955836,161179,1
59,British Columbia,2022-04-08,11503889,2022-04-02,4498920,4328412,2676557,,0
48,Alberta,2022-04-08,8603560,2022-04-04,3583140,3379076,1619995,,0
47,Saskatchewan,2022-04-08,2392110,2022-04-02,965031,899829,451254,,0
46,Manitoba,2022-04-08,2832039,2022-04-03,1508832,969498,353041,,1
35,Ontario,2022-04-08,31525207,2022-04-07,12295348,11834728,7212510,182562,1
24,Quebec,2022-04-08,18818996,2022-04-07,7303411,6994194,4332298,,1
13,New Brunswick,2022-04-08,1740634,2022-04-03,697998,657590,385046,,1
12,Nova Scotia,2022-04-08,2262700,2022-04-03,899011,850159,513530,,1
11,Prince Edward Island,2022-04-08,373938,2022-04-03,149943,143496,80515,,0
10,Newfoundland and Labrador,2022-04-08,1262641,2022-04-03,491588,477756,290848,,1
60,Yukon,2022-04-08,94345,2022-04-03,37712,36580,20053,0,0
61,Northwest Territories,2022-04-08,100130,2022-04-03,40970,39436,19719,,0
62,Nunavut,2022-04-08,77092,2022-04-03,32355,29351,15386,,0
1,Canada,2022-04-08,81587281,2022-04-08,32504259,30640105,17970752,182562,1
59,British Columbia,2022-04-09,11503889,2022-04-02,4498920,4328412,2676557,,0
48,Alberta,2022-04-09,8603560,2022-04-04,3583140,3379076,1619995,,0
47,Saskatchewan,2022-04-09,2392110,2022-04-02,965031,899829,451254,,0
46,Manitoba,2022-04-09,2832039,2022-04-03,1508832,969498,353041,,0
35,Ontario,2022-04-09,31549781,2022-04-08,12296304,11837053,7217793,198571,1
24,Quebec,2022-04-09,18818996,2022-04-07,7303411,6994194,4332298,,0
13,New Brunswick,2022-04-09,1740634,2022-04-03,697998,657590,385046,,0
12,Nova Scotia,2022-04-09,2262700,2022-04-03,899011,850159,513530,,0
11,Prince Edward Island,2022-04-09,373938,2022-04-03,149943,143496,80515,,0
10,Newfoundland and Labrador,2022-04-09,1262641,2022-04-03,491588,477756,290848,,0
60,Yukon,2022-04-09,94345,2022-04-03,37712,36580,20053,0,0
61,Northwest Territories,2022-04-09,100130,2022-04-03,40970,39436,19719,,0
62,Nunavut,2022-04-09,77092,2022-04-03,32355,29351,15386,,0
1,Canada,2022-04-09,81611855,2022-04-09,32505215,30642430,17976035,198571,1
59,British Columbia,2022-04-10,11503889,2022-04-02,4498920,4328412,2676557,,0
48,Alberta,2022-04-10,8603560,2022-04-04,3583140,3379076,1619995,,0
47,Saskatchewan,2022-04-10,2392110,2022-04-02,965031,899829,451254,,0
46,Manitoba,2022-04-10,2832039,2022-04-03,1508832,969498,353041,,0
35,Ontario,2022-04-10,31562160,2022-04-09,12296683,11837897,7220201,207319,1
24,Quebec,2022-04-10,18818996,2022-04-07,7303411,6994194,4332298,,0
13,New Brunswick,2022-04-10,1740634,2022-04-03,697998,657590,385046,,0
12,Nova Scotia,2022-04-10,2262700,2022-04-03,899011,850159,513530,,0
11,Prince Edward Island,2022-04-10,373938,2022-04-03,149943,143496,80515,,0
10,Newfoundland and Labrador,2022-04-10,1262641,2022-04-03,491588,477756,290848,,0
60,Yukon,2022-04-10,94457,2022-04-10,37725,36620,20106,6,1
61,Northwest Territories,2022-04-10,100450,2022-04-10,40980,39474,19812,,1
62,Nunavut,2022-04-10,77571,2022-04-10,32404,29624,15543,,1
1,Canada,2022-04-10,81625145,2022-04-10,32505666,30643625,17978746,207325,1
59,British Columbia,2022-04-11,11503889,2022-04-02,4498920,4328412,2676557,,0
48,Alberta,2022-04-11,8603560,2022-04-04,3583140,3379076,1619995,,0
47,Saskatchewan,2022-04-11,2392110,2022-04-02,965031,899829,451254,,0
46,Manitoba,2022-04-11,2832039,2022-04-03,1508832,969498,353041,,0
35,Ontario,2022-04-11,31589878,2022-04-10,12297359,11838845,7223705,229907,1
24,Quebec,2022-04-11,18897267,2022-04-10,7303411,6994194,4343923,,1
13,New Brunswick,2022-04-11,1740634,2022-04-03,697998,657590,385046,,0
12,Nova Scotia,2022-04-11,2262700,2022-04-03,899011,850159,513530,,0
11,Prince Edward Island,2022-04-11,373938,2022-04-03,149943,143496,80515,,0
10,Newfoundland and Labrador,2022-04-11,1262641,2022-04-03,491588,477756,290848,,0
60,Yukon,2022-04-11,94457,2022-04-10,37725,36620,20106,6,0
61,Northwest Territories,2022-04-11,100450,2022-04-10,40980,39474,19812,,0
62,Nunavut,2022-04-11,77571,2022-04-10,32404,29624,15543,,0
1,Canada,2022-04-11,81731134,2022-04-11,32506342,30644573,17993875,229913,1
59,British Columbia,2022-04-12,11503889,2022-04-02,4498920,4328412,2676557,,0
48,Alberta,2022-04-12,8603560,2022-04-04,3583140,3379076,1619995,,0
47,Saskatchewan,2022-04-12,2392110,2022-04-02,965031,899829,451254,,0
46,Manitoba,2022-04-12,2832039,2022-04-03,1508832,969498,353041,,0
35,Ontario,2022-04-12,31627295,2022-04-11,12298199,11840340,7228567,260124,1
24,Quebec,2022-04-12,18923834,2022-04-11,7303411,6994194,4346354,,1
13,New Brunswick,2022-04-12,1740634,2022-04-03,697998,657590,385046,,0
12,Nova Scotia,2022-04-12,2262700,2022-04-03,899011,850159,513530,,0
11,Prince Edward Island,2022-04-12,374491,2022-04-10,149982,143567,80907,,1
10,Newfoundland and Labrador,2022-04-12,1262641,2022-04-03,491588,477756,290848,,0
60,Yukon,2022-04-12,94457,2022-04-10,37725,36620,20106,6,0
61,Northwest Territories,2022-04-12,100450,2022-04-10,40980,39474,19812,,0
62,Nunavut,2022-04-12,77571,2022-04-10,32404,29624,15543,,0
1,Canada,2022-04-12,81795671,2022-04-12,32507221,30646139,18001560,260130,1
59,British Columbia,2022-04-13,11503889,2022-04-02,4498920,4328412,2676557,,0
48,Alberta,2022-04-13,8621854,2022-04-11,3584649,3382651,1629388,,1
47,Saskatchewan,2022-04-13,2392110,2022-04-02,965031,899829,451254,,0
46,Manitoba,2022-04-13,2832039,2022-04-03,1508832,969498,353041,,0
35,Ontario,2022-04-13,31664827,2022-04-12,12298947,11841883,7233420,290507,1
24,Quebec,2022-04-13,18963907,2022-04-12,7303411,6994194,4349596,,1
13,New Brunswick,2022-04-13,1740634,2022-04-03,697998,657590,385046,,0
12,Nova Scotia,2022-04-13,2262700,2022-04-03,899011,850159,513530,,0
11,Prince Edward Island,2022-04-13,374491,2022-04-10,149982,143567,80907,,0
10,Newfoundland and Labrador,2022-04-13,1262641,2022-04-03,491588,477756,290848,,0
60,Yukon,2022-04-13,94457,2022-04-10,37725,36620,20106,6,0
61,Northwest Territories,2022-04-13,100450,2022-04-10,40980,39474,19812,,0
62,Nunavut,2022-04-13,77571,2022-04-10,32404,29624,15543,,0
1,Canada,2022-04-13,81891570,2022-04-13,32509478,30651257,18019048,290513,1
59,British Columbia,2022-04-14,11541484,2022-04-09,4501484,4346242,2693758,,1
48,Alberta,2022-04-14,8621854,2022-04-11,3584649,3382651,1629388,,0
47,Saskatchewan,2022-04-14,2394996,2022-04-09,965031,899829,451254,,1
46,Manitoba,2022-04-14,2832039,2022-04-03,1508832,969498,353041,,0
35,Ontario,2022-04-14,31707914,2022-04-13,12300155,11843901,7240112,323668,1
24,Quebec,2022-04-14,19011428,2022-04-13,7303411,6994194,4354164,,1
13,New Brunswick,2022-04-14,1740634,2022-04-03,697998,657590,385046,,0
12,Nova Scotia,2022-04-14,2262700,2022-04-03,899011,850159,513530,,0
11,Prince Edward Island,2022-04-14,374491,2022-04-10,149982,143567,80907,,0
10,Newfoundland and Labrador,2022-04-14,1262641,2022-04-03,491588,477756,290848,,0
60,Yukon,2022-04-14,94457,2022-04-10,37725,36620,20106,6,0
61,Northwest Territories,2022-04-14,100450,2022-04-10,40980,39474,19812,,0
62,Nunavut,2022-04-14,77571,2022-04-10,32404,29624,15543,,0
1,Canada,2022-04-14,82022659,2022-04-14,32513250,30671105,18047509,323674,1
59,British Columbia,2022-04-15,11541484,2022-04-09,4501484,4346242,2693758,,0
48,Alberta,2022-04-15,8621854,2022-04-11,3584649,3382651,1629388,,0
47,Saskatchewan,2022-04-15,2394996,2022-04-09,965031,899829,451254,,0
46,Manitoba,2022-04-15,2836431,2022-04-10,1509932,971275,354281,,1
35,Ontario,2022-04-15,31715743,2022-04-14,12300494,11844505,7241806,328858,1
24,Quebec,2022-04-15,19011428,2022-04-13,7303411,6994194,4354164,,0
13,New Brunswick,2022-04-15,1744431,2022-04-10,698337,658539,387555,,1
12,Nova Scotia,2022-04-15,2266174,2022-04-10,899281,851192,515588,,1
11,Prince Edward Island,2022-04-15,374491,2022-04-10,149982,143567,80907,,0
10,Newfoundland and Labrador,2022-04-15,1263712,2022-04-10,491675,478099,291383,,1
60,Yukon,2022-04-15,94457,2022-04-10,37725,36620,20106,6,0
61,Northwest Territories,2022-04-15,100450,2022-04-10,40980,39474,19812,,0
62,Nunavut,2022-04-15,77571,2022-04-10,32404,29624,15543,,0
1,Canada,2022-04-15,82043222,2022-04-15,32515385,30675811,18055545,328864,1
59,British Columbia,2022-04-16,11541484,2022-04-09,4501484,4346242,2693758,,0
48,Alberta,2022-04-16,8621854,2022-04-11,3584649,3382651,1629388,,0
47,Saskatchewan,2022-04-16,2394996,2022-04-09,965031,899829,451254,,0
46,Manitoba,2022-04-16,2836431,2022-04-10,1509932,971275,354281,,0
35,Ontario,2022-04-16,31736513,2022-04-15,12301349,11846369,7246071,342643,1
24,Quebec,2022-04-16,19011428,2022-04-13,7303411,6994194,4354164,,0
13,New Brunswick,2022-04-16,1744431,2022-04-10,698337,658539,387555,,0
12,Nova Scotia,2022-04-16,2266174,2022-04-10,899281,851192,515588,,0
11,Prince Edward Island,2022-04-16,374491,2022-04-10,149982,143567,80907,,0
10,Newfoundland and Labrador,2022-04-16,1263712,2022-04-10,491675,478099,291383,,0
60,Yukon,2022-04-16,94457,2022-04-10,37725,36620,20106,6,0
61,Northwest Territories,2022-04-16,100450,2022-04-10,40980,39474,19812,,0
62,Nunavut,2022-04-16,77571,2022-04-10,32404,29624,15543,,0
1,Canada,2022-04-16,82063992,2022-04-16,32516240,30677675,18059810,342649,1
59,British Columbia,2022-04-17,11541484,2022-04-09,4501484,4346242,2693758,,0
48,Alberta,2022-04-17,8621854,2022-04-11,3584649,3382651,1629388,,0
47,Saskatchewan,2022-04-17,2394996,2022-04-09,965031,899829,451254,,0
46,Manitoba,2022-04-17,2836431,2022-04-10,1509932,971275,354281,,0
35,Ontario,2022-04-17,31741878,2022-04-16,12301647,11846803,7247350,345997,1
24,Quebec,2022-04-17,19011428,2022-04-13,7303411,6994194,4354164,,0
13,New Brunswick,2022-04-17,1744431,2022-04-10,698337,658539,387555,,0
12,Nova Scotia,2022-04-17,2266174,2022-04-10,899281,851192,515588,,0
11,Prince Edward Island,2022-04-17,374491,2022-04-10,149982,143567,80907,,0
10,Newfoundland and Labrador,2022-04-17,1263712,2022-04-10,491675,478099,291383,,0
60,Yukon,2022-04-17,94457,2022-04-10,37725,36620,20106,6,0
61,Northwest Territories,2022-04-17,100450,2022-04-10,40980,39474,19812,,0
62,Nunavut,2022-04-17,77571,2022-04-10,32404,29624,15543,,0
1,Canada,2022-04-17,82069357,2022-04-17,32516538,30678109,18061089,346003,1
59,British Columbia,2022-04-18,11541484,2022-04-09,4501484,4346242,2693758,,0
48,Alberta,2022-04-18,8621854,2022-04-11,3584649,3382651,1629388,,0
47,Saskatchewan,2022-04-18,2394996,2022-04-09,965031,899829,451254,,0
46,Manitoba,2022-04-18,2836431,2022-04-10,1509932,971275,354281,,0
35,Ontario,2022-04-18,31764230,2022-04-17,12302251,11847510,7250425,363960,1
24,Quebec,2022-04-18,19011428,2022-04-13,7303411,6994194,4354164,,0
13,New Brunswick,2022-04-18,1744431,2022-04-10,698337,658539,387555,,0
12,Nova Scotia,2022-04-18,2266174,2022-04-10,899281,851192,515588,,0
11,Prince Edward Island,2022-04-18,374491,2022-04-10,149982,143567,80907,,0
10,Newfoundland and Labrador,2022-04-18,1263712,2022-04-10,491675,478099,291383,,0
60,Yukon,2022-04-18,94457,2022-04-10,37725,36620,20106,6,0
61,Northwest Territories,2022-04-18,100450,2022-04-10,40980,39474,19812,,0
62,Nunavut,2022-04-18,77571,2022-04-10,32404,29624,15543,,0
1,Canada,2022-04-18,82091709,2022-04-18,32517142,30678816,18064164,363966,1
59,British Columbia,2022-04-19,11541484,2022-04-09,4501484,4346242,2693758,,0
48,Alberta,2022-04-19,8621854,2022-04-11,3584649,3382651,1629388,,0
47,Saskatchewan,2022-04-19,2394996,2022-04-09,965031,899829,451254,,0
46,Manitoba,2022-04-19,2836431,2022-04-10,1509932,971275,354281,,0
35,Ontario,2022-04-19,31804252,2022-04-18,12303300,11848839,7254993,397028,1
24,Quebec,2022-04-19,19137973,2022-04-18,7303411,6994194,4366410,,1
13,New Brunswick,2022-04-19,1744431,2022-04-10,698337,658539,387555,,0
12,Nova Scotia,2022-04-19,2266174,2022-04-10,899281,851192,515588,,0
11,Prince Edward Island,2022-04-19,375687,2022-04-17,150040,143741,81338,,1
10,Newfoundland and Labrador,2022-04-19,1263712,2022-04-10,491675,478099,291383,,0
60,Yukon,2022-04-19,94457,2022-04-10,37725,36620,20106,6,0
